"","names(dates)","meanages"
"4596","23",7160
"4597","23",6076
"4598","151",880
"4599","153",14330
"4600","161",6992
"4601","176",11647
"4602","190",7167
"4603","240",2119
"4604","286",1346
"4605","286",1440
"4606","311",1941
"4607","379",7019
"4608","452",3853
"4609","452",3882
"4610","452",4105
"4611","488",1292
"4612","569",2602
"4613","577",8459
"4614","650",13857
"4615","738",11022
"4616","738",10963
"4617","744",373
"4618","782",4377
"4619","800",6876
"4620","916",763
"4621","1001",6599
"4622","1001",6082
"4623","1059",13147
"4624","1066",8745
"4625","1076",14641
"4626","1123",12753
"4627","1125",12267
"4628","1166",3566
"4629","1304",13390
"4630","1421",3804
"4631","1428",4348
"4632","1428",4106
"4633","1490",12704
"4634","1523",5144.5
"4635","2034",11880
"4636","2178",14810
"4637","2240",18393
"4638","2240",18692
"4639","2514",19969
"4640","2576",8312
"4641","2752",7575
"4642","2758",1418
"4643","2905",964
"4644","2905",1416
"4645","2912",5746
"4646","3139",14034
"4647","3396",1270
"4648","3396",245
"4649","3481",13220
"4650","3489",13451
"4651","3632",13699
"4652","3635",13228
"4653","3749",23661
"4654","3763",1084
"4655","3818",1116
"4656","3885",6738
"4657","3988",7588
"4658","4057",4460
"4659","4070",483
"4660","4220",490
"4661","4241",12561
"4662","4479",2297
"4663","4499",12947
"4664","4930",12864
"4665","4930",13398
"4666","3876",2468
"4667","150",11559
"4668","539",1610
"4669","2073",14071.5
"4670","2586",1409
"4671","3819",3661
"4672","3829",656
"4673","1",13833
"4674","16",2226
"4675","16",3146
"4676","16",2227
"4677","16",3147
"4678","54",22194
"4679","89",14168
"4680","114",12625
"4681","161",9662
"4682","166",2929
"4683","203",10910
"4684","488",1771
"4685","511",798
"4686","548",14566.5
"4687","713",9222
"4688","713",9094
"4689","1001",6075
"4690","1056",13332
"4691","1066",11018
"4692","1069",12884
"4693","1073",9550
"4694","1097",14226
"4695","1110",8831
"4696","1126",11539
"4697","1137",11347
"4698","1139",10891
"4699","1153",7541
"4700","1182",8122
"4701","1251",1231
"4702","1338",3381
"4703","1420",977
"4704","1490",18106
"4705","1568",1125
"4706","1728",4677
"4707","2280",1148
"4708","2310",963
"4709","2313",6371
"4710","2369",14035
"4711","2369",14095
"4712","2566",7481
"4713","2830",14345
"4714","2905",3683
"4715","3137",15030
"4716","3417",18125.5
"4717","3493",20576
"4718","3576",741
"4719","3688",1020
"4720","3750",16115
"4721","3762",13727
"4722","3793",11266
"4723","3793",11204
"4724","3809",645
"4725","3941",6978
"4726","3972",6545
"4727","3976",7116
"4728","4146",12665
"4729","4180",4312
"4730","4226",7528
"4731","4235",3310
"4732","4258",4145
"4733","4367",15745
"4734","4438",3008
"4735","4444",13758
"4736","4453",24716.5
"4737","5008",21730
"4738","286",357
"4739","3",9670
"4740","32",549
"4741","414",881
"4742","940",2170
"4743","2175",5499
"4744","2948",12202
"4745","3681",1304
"4746","4063",6375
"4747","4063",3796
"4748","2948",12240
"4749","4504",3217
"4750","951",170
"4751","16",4556
"4752","16",4555
"4753","114",12567
"4754","114",11218
"4755","114",12147.5
"4756","117",19719
"4757","142",595
"4758","159",12815
"4759","164",13382
"4760","196",7792
"4761","247",6078
"4762","320",7861
"4763","379",6912
"4764","466",366
"4765","522",3414
"4766","546",7644
"4767","551",21925
"4768","568",6457
"4769","642",10083
"4770","708",6263
"4771","727",5626
"4772","1019",13513
"4773","1020",8025
"4774","1066",12574
"4775","1074",13715
"4776","1076",16258
"4777","1111",10915
"4778","1127",13487
"4779","1150",10089
"4780","1153",8750
"4781","1304",14413
"4782","1428",7917
"4783","1551",1434
"4784","1568",1210
"4785","1568",1940
"4786","1590",11306
"4787","1732",7392
"4788","2176",12830
"4789","2242",1675
"4790","2586",7157
"4791","2586",7626
"4792","2800",8489
"4793","2800",6517
"4794","2800",8292
"4795","2913",15626
"4796","3137",9902
"4797","3139",13632
"4798","3502",14178
"4799","3509",4176
"4800","3562",1327
"4801","3652",979
"4802","3680",1108
"4803","3736",596
"4804","3736",677
"4805","3736",854
"4806","3736",1246
"4807","3736",1267
"4808","3736",1300
"4809","3783",1765
"4810","3813",959
"4811","3817",4298
"4812","3827",9675
"4813","3850",1211
"4814","3890",177
"4815","3891",4655
"4816","3990",11060
"4817","4110",5478
"4818","4110",6286
"4819","4133",24266
"4820","4155",10884
"4821","4404",13140
"4822","5008",21811
"4823","13",10935
"4824","231",8488
"4825","286",813
"4826","286",856
"4827","340",2727
"4828","1034",7243
"4829","1150",9588
"4830","1335",8406
"4831","3768",833
"4832","3871",5486
"4833","3891",4495
"4834","3891",4323
"4835","4100",3755
"4836","4369",10545
"4837","6",12412
"4838","6",12411
"4839","29",27461
"4840","37",3098
"4841","42",843
"4842","42",691
"4843","42",644
"4844","42",457
"4845","44",346
"4846","49",1292
"4847","89",13294
"4848","103",760
"4849","117",3245
"4850","174",2672
"4851","211",8569
"4852","334",1314
"4853","372",1652
"4854","385",438
"4855","402",1097
"4856","410",822
"4857","444",531
"4858","458",597
"4859","488",1674.5
"4860","546",7409
"4861","546",9497
"4862","546",9544
"4863","644",6216
"4864","713",9162
"4865","713",8924
"4866","713",4219
"4867","713",1432
"4868","800",6712
"4869","808",4078
"4870","865",3632
"4871","935",6485
"4872","1005",23787
"4873","1042",14328
"4874","1042",14532
"4875","1042",14939
"4876","1042",15548
"4877","1042",15688
"4878","1046",7899
"4879","1047",11376
"4880","1048",9843
"4881","1056",6558
"4882","1056",12687
"4883","1056",12755
"4884","1056",15517
"4885","1058",17311
"4886","1061",15038
"4887","1066",13064
"4888","1076",12702
"4889","1076",12885
"4890","1076",13327
"4891","1118",11971
"4892","1153",3622
"4893","1162",12948
"4894","1249",2336
"4895","1249",2232
"4896","1304",14734
"4897","1304",13139
"4898","1335",18573
"4899","1335",14089
"4900","1335",5092
"4901","1396",941
"4902","1489",15807
"4903","1497",14245
"4904","1522",7762
"4905","1568",1247
"4906","1568",1997
"4907","1603",11526
"4908","1662",13918
"4909","1683",9297
"4910","1732",13071
"4911","1846",1232
"4912","1846",1182
"4913","1846",1845
"4914","1846",1978
"4915","1915",856
"4916","1915",518
"4917","1915",518
"4918","1915",368
"4919","2180",4971
"4920","2204",2242
"4921","2212",625
"4922","2254",24096
"4923","2514",19858
"4924","2517",34497
"4925","2561",2809
"4926","2576",5961
"4927","2586",2082
"4928","2586",6283
"4929","2586",6826
"4930","2607",3300
"4931","2607",3418
"4932","2608",3783
"4933","2608",3721
"4934","2737",1954
"4935","2758",1270
"4936","2771",7062
"4937","2800",5632
"4938","2834",21985
"4939","2977",12806
"4940","3077",31079
"4941","3462",16418
"4942","3621",15894
"4943","3632",1117
"4944","3637",9323
"4945","3736",1300
"4946","3736",1524
"4947","3736",1793
"4948","3749",27921
"4949","3777",9123
"4950","3778",13882
"4951","3796",20153
"4952","3831",12095
"4953","3876",3667
"4954","3883",6938
"4955","3976",8892
"4956","3980",12334
"4957","3991",13058
"4958","4100",9285
"4959","4101",5200
"4960","4141",10505
"4961","4162",2038
"4962","4235",6008
"4963","4270",1442
"4964","4380",9358
"4965","4426",9304
"4966","4429",26797
"4967","4477",29410
"4968","4478",2359
"4969","4495",21797
"4970","4506",1053
"4971","4845",27942
"4972","4888",16004
"4973","5008",22155
"4974","551",20720
"4975","935",7391
"4976","2235",11717
"4977","3615",728
"4978","3741",13030
"4979","3779",574
"4980","3873",1465
"4981","4963",10830
"4982","155",4230
"4983","16",20302
"4984","34",12829
"4985","65",17836
"4986","122",2331
"4987","140",13940
"4988","153",16865
"4989","301",676
"4990","379",6648
"4991","423",7838
"4992","431",2878
"4993","488",859
"4994","573",4290
"4995","833",4863
"4996","1018",13794
"4997","1020",6720
"4998","1047",7796
"4999","1055",13944
"5000","1058",18386
"5001","1069",13915
"5002","1076",24037
"5003","1103",7326
"5004","1139",11432
"5005","1160",15987
"5006","1164",18266
"5007","1191",9528
"5008","1197",14143
"5009","1233",4840
"5010","1236",11681
"5011","1424",2813
"5012","1537",1220
"5013","1568",2586
"5014","1718",9407
"5015","2240",7873
"5016","2240",8118
"5017","2254",22776
"5018","2637",12794
"5019","2758",1470
"5020","2776",5227
"5021","2780",1426
"5022","3445",4142
"5023","3740",30581
"5024","3748",14100
"5025","3813",2997
"5026","3890",2587
"5027","3930",3973
"5028","3949",10928
"5029","3952",3799
"5030","4017",7866
"5031","4028",2578
"5032","4145",538
"5033","4146",12482
"5034","4216",464.5
"5035","4404",13596
"5036","4516",1506
"5037","5006",8828
"5038","17",14183
"5039","312",3845
"5040","576",8358
"5041","576",8358
"5042","576",8358
"5043","32",12423
"5044","114",12594
"5045","122",8066
"5046","153",17402
"5047","162",10359
"5048","181",13053
"5049","200",10030
"5050","227",11595
"5051","379",9493
"5052","935",7164
"5053","1042",15441
"5054","1042",19216
"5055","1055",14957
"5056","1058",16725
"5057","1166",1283
"5058","1179",11200
"5059","1207",7667
"5060","1239",1580
"5061","1251",1828
"5062","1343",9177
"5063","1425",4989
"5064","1490",17395
"5065","2178",13521
"5066","2252",20583
"5067","2514",20011
"5068","2629",6064
"5069","2828",14226
"5070","2956",9630
"5071","3417",17363
"5072","3495",26445
"5073","3495",33779
"5074","3729",18222
"5075","3748",21042
"5076","3762",14611
"5077","3953",3892
"5078","4055",11467
"5079","4143",34667
"5080","4210",2510
"5081","4404",13595
"5082","286",206
"5083","4442",29566
"5084","576",7984
"5085","576",7984
"5086","586",1664
"5087","654",12819
"5088","2165",11503
"5089","2235",12731
"5090","2914",4240
"5091","3912",8071
"5092","4166",453
"5093","22",10470
"5094","24",21570.5
"5095","147",13428
"5096","162",10189
"5097","334",2522
"5098","374",1784
"5099","577",6984
"5100","935",8007
"5101","1042",14609
"5102","1064",11883
"5103","1064",15521
"5104","1064",16097
"5105","1064",15520
"5106","1064",16095
"5107","1076",18006
"5108","1239",2235
"5109","1424",2803
"5110","1424",3089
"5111","1434",2984
"5112","1489",10691
"5113","1490",14122
"5114","1568",2741
"5115","1718",5793
"5116","1724",6007.5
"5117","2173",789
"5118","2516",4760
"5119","2621",16372
"5120","2800",6059
"5121","2800",8626
"5122","3397",29556
"5123","3729",19633
"5124","3730",24453
"5125","3749",35627
"5126","3793",10628
"5127","3890",3723
"5128","3975",8028
"5129","4019",6761
"5130","4075",6222
"5131","4275",25874
"5132","4404",12706
"5133","4444",17374
"5134","4484",19482
"5135","5006",10059
"5136","4598",15166
"5137","2800",6791
"5138","3821",374
"5139","5",8713
"5140","13",9176
"5141","13",9686
"5142","78",4402
"5143","87",995
"5144","117",21634
"5145","178",10096
"5146","233",5635
"5147","488",1463
"5148","1047",1874
"5149","1056",15980
"5150","1058",20849
"5151","1077",25663
"5152","1141",1073
"5153","1153",7234
"5154","1236",9410
"5155","1236",1054
"5156","1237",25701
"5157","1237",25875
"5158","1568",2794
"5159","1825",26483
"5160","2895",3651
"5161","3099",26000
"5162","3145",9892
"5163","3988",10846
"5164","4069",20511
"5165","4180",5064
"5166","4393",20750
"5167","4413",33841
"5168","4506",1079
"5169","4896",10046.5
"5170","406",2225
"5171","950",9426
"5172","1732",13487
"5173","2795",12594
"5174","6",11826
"5175","16",20150
"5176","16",20151
"5177","19",13424
"5178","32",13476
"5179","76",4854
"5180","104",4009
"5181","116",15015
"5182","144",16276
"5183","202",5064
"5184","202",4698
"5185","227",7716
"5186","237",10997
"5187","379",3042.5
"5188","445",9034
"5189","546",7442
"5190","546",9458
"5191","595",11072
"5192","644",8707
"5193","708",8605
"5194","708",8364
"5195","708",5645
"5196","746",9858
"5197","1042",13753
"5198","1046",12710
"5199","1047",11742
"5200","1055",14500
"5201","1067",11217
"5202","1076",11539
"5203","1097",16236
"5204","1154",6943
"5205","1159",4777
"5206","1159",4700
"5207","1160",13533
"5208","1164",17630
"5209","1164",13713
"5210","1210",13063
"5211","1239",5087
"5212","1239",6844
"5213","1251",1538
"5214","1304",14573
"5215","1490",17604
"5216","1717",2806
"5217","1800",702
"5218","2166",4886
"5219","2180",5026
"5220","2180",6165
"5221","2277",1319
"5222","2346",15263
"5223","2397",1908
"5224","2411",12055
"5225","2586",8369
"5226","2607",3735
"5227","2607",3506
"5228","2622",16749
"5229","2752",7832
"5230","2826",19656
"5231","3059",10677
"5232","3114",12685
"5233","3472",13550
"5234","3624",7141
"5235","3673",13549
"5236","3748",15305
"5237","3749",27475
"5238","3753",28737
"5239","3877",4949
"5240","3890",3215
"5241","3980",12896
"5242","4025",31799
"5243","4369",12638
"5244","4369",12638
"5245","4484",15521
"5246","4484",18339
"5247","63",2751
"5248","1032",12957
"5249","2175",4904
"5250","3821",1113
"5251","3872",429
"5252","104",5675
"5253","114",12341
"5254","379",1467
"5255","522",7095
"5256","546",9375
"5257","1058",13857
"5258","1067",10882
"5259","1076",14972
"5260","1108",9060
"5261","1129",14956
"5262","1160",13211
"5263","1239",2573
"5264","1239",3393
"5265","1335",13832
"5266","1396",1788
"5267","1396",3629
"5268","1538",6454
"5269","2173",864
"5270","2947",12320
"5271","3221",32735
"5272","3465",18089
"5273","3717",18085
"5274","3750",26707
"5275","3813",2961
"5276","4006",7783
"5277","4106",4396
"5278","4404",12904
"5279","4494",7600
"5280","4494",7686
"5281","3886",6708
"5282","35",27117
"5283","144",10651
"5284","312",5143
"5285","546",8854
"5286","551",20163.5
"5287","573",3692
"5288","727",7566
"5289","738",8547
"5290","888",1192
"5291","1058",18527
"5292","1068",4036
"5293","1076",19699
"5294","1090",4667
"5295","1124",16710.5
"5296","1404",13961
"5297","1639",11400
"5298","2235",13044
"5299","3720",30281
"5300","3821",502
"5301","3975",9549
"5302","4111",8357
"5303","4276",2008
"5304","4937",22125
"5305","13",11368
"5306","24",24258
"5307","240",1157
"5308","1076",12272
"5309","1109",9374
"5310","1335",12988
"5311","1396",1715
"5312","2586",9016
"5313","2586",9431
"5314","3829",1182
"5315","4471",31308
"5316","89",15093
"5317","169",11562
"5318","240",6358
"5319","445",7757
"5320","529",3652
"5321","1055",15610
"5322","1192",13711
"5323","1400",19122
"5324","1537",3393
"5325","1719",4957
"5326","1719",8218
"5327","1732",13477
"5328","2235",13587
"5329","2311",10733
"5330","2800",8830
"5331","3385",4207
"5332","3497",11875
"5333","3698",30605
"5334","3743",25604
"5335","4002",7742
"5336","4017",7683
"5337","4072",1152
"5338","4385",31153
"5339","4424",15659
"5340","4499",12389
"5341","577",7208
"5342","3829",1176
"5343","6",11354
"5344","301",1226
"5345","406",1297
"5346","654",12670
"5347","1056",26500
"5348","1058",21286
"5349","1076",24026
"5350","1236",7567
"5351","1719",7983
"5352","1719",7971
"5353","2514",19910
"5354","2576",8083
"5355","3456",13158
"5356","3821",1326
"5357","3872",2642
"5358","4283",23405
"5359","76",5645
"5360","311",2227
"5361","795",3640
"5362","2246",934
"5363","3877",3843
"5364","4503",6760
"5365","1038",9695
"5366","2",5759
"5367","24",12781
"5368","35",29776.5
"5369","37",7691
"5370","47",10483
"5371","48",7587
"5372","48",7422
"5373","48",10264
"5374","49",5959
"5375","49",13437
"5376","57",33443
"5377","76",6156
"5378","77",10998
"5379","122",11680
"5380","154",8034
"5381","277",10678
"5382","339",12812
"5383","339",13858
"5384","445",7506
"5385","445",8075
"5386","466",597
"5387","577",17768
"5388","651",13355
"5389","653",9988
"5390","737",12478
"5391","738",9872
"5392","1038",10018
"5393","1040",11235
"5394","1040",8837
"5395","1040",11253
"5396","1040",11757
"5397","1040",8233
"5398","1040",8697
"5399","1040",10174
"5400","1040",9673
"5401","1040",10888
"5402","1040",8360
"5403","1040",12715
"5404","1040",12411
"5405","1040",12683
"5406","1040",11253
"5407","1040",11759
"5408","1040",4793
"5409","1040",1221
"5410","1040",1032
"5411","1040",1222
"5412","1042",20385
"5413","1042",16839
"5414","1047",4481
"5415","1055",13500
"5416","1055",14552
"5417","1056",27364
"5418","1058",17534
"5419","1076",13210
"5420","1076",14556
"5421","1076",22340
"5422","1093",13942
"5423","1112",17507
"5424","1128",12056
"5425","1138",17634
"5426","1145",10093
"5427","1163",8254
"5428","1192",9516
"5429","1251",1739
"5430","1489",12955
"5431","1490",19746
"5432","1509",2146
"5433","1725",12959
"5434","1845",4372
"5435","2048",9281
"5436","2180",5116
"5437","2192",12931.5
"5438","2247",6891
"5439","2576",9036
"5440","2576",8891
"5441","2800",5456
"5442","2826",21145
"5443","3535",29320
"5444","3540",29767
"5445","3700",4075
"5446","3780",29797.5
"5447","3803",606
"5448","4031",10951
"5449","4150",4008
"5450","4201",4051
"5451","4427",10581
"5452","4443",27078
"5453","4467",9472
"5454","4472",18655
"5455","4954",30938
"5456","406",1141
"5457","529",3909
"5458","3455",10225
"5459","4055",10216.5
"5460","155",10551
"5461","719",16929
"5462","723",5818
"5463","947",823
"5464","1039",13956
"5465","1056",24743
"5466","1076",15822
"5467","2061",13082
"5468","2800",9080
"5469","3978",2262
"5470","4429",26002
"5471","4506",1018
"5472","76",6964
"5473","1353",2007
"5474","3",11602.5
"5475","4",20066
"5476","6",11992
"5477","14",20064
"5478","36",20092
"5479","273",13441
"5480","379",7086
"5481","1072",12394
"5482","1076",15781
"5483","1076",25305
"5484","1076",26709
"5485","1107",9833
"5486","1150",7738
"5487","1161",7788
"5488","1238",26972
"5489","1413",25054
"5490","2192",10877
"5491","2311",9229
"5492","2375",5218
"5493","2586",9491
"5494","2826",17281
"5495","3456",9064
"5496","3700",5458
"5497","3850",1142
"5498","3894",13959
"5499","3976",11341
"5500","4044",3969
"5501","4062",24574
"5502","4080",26973
"5503","4149",30009
"5504","4429",25403
"5505","4473",14633
"5506","4479",1902
"5507","4508",11121
"5508","1166",7568
"5509","3478",13175
"5510","4032",11915
"5511","21",14333
"5512","198",11706
"5513","798",12198
"5514","1076",10854
"5515","1104",9800
"5516","1153",8659
"5517","1203",16702
"5518","1239",2051
"5519","1425",5422
"5520","2576",11900
"5521","3749",21668
"5522","3802",38307
"5523","4017",9193
"5524","4380",9760
"5525","2947",11983
"5526","78",15957
"5527","166",2625
"5528","235",7386
"5529","1047",10043
"5530","1056",15344
"5531","1149",24559
"5532","1172",744
"5533","1202",9997
"5534","1353",776
"5535","1419",2778
"5536","3489",25667
"5537","3489",27179.5
"5538","3495",38112
"5539","3718",40211
"5540","3776",16720
"5541","5015",5816
"5542","3",8635
"5543","5",9958
"5544","6",9466
"5545","19",12129
"5546","28",13741
"5547","48",7213
"5548","76",4418
"5549","78",2574
"5550","176",11280
"5551","199",13143
"5552","236",12296
"5553","273",30943
"5554","379",6144
"5555","568",3717
"5556","649",11861
"5557","654",13751
"5558","1042",14375
"5559","1042",14535.5
"5560","1047",5645
"5561","1048",8604
"5562","1076",14124
"5563","1129",14458
"5564","1150",9811
"5565","1199",21924
"5566","1236",7921
"5567","1335",27615
"5568","1336",13775
"5569","1336",15348
"5570","1363",10197
"5571","2087",10590
"5572","2094",11574.5
"5573","2247",7921
"5574","2377",8156
"5575","2599",12852
"5576","2637",12935
"5577","2638",15752
"5578","2794",22689
"5579","3511",42835
"5580","3539",32609
"5581","3546",32855
"5582","3750",38113
"5583","4424",18998
"5584","4466",8110.5
"5585","78",7217
"5586","6",13025
"5587","36",18486
"5588","1082",13127
"5589","1334",12630
"5590","1420",919
"5591","3894",17816
"5592","4179",7823
"5593","4287",4144
"5594","4458",23201
"5595","4487",32838
"5596","5008",22706
"5597","76",4525
"5598","588",31147
"5599","1079",397
"5600","1107",8843
"5601","1108",7475
"5602","1139",10442
"5603","1304",13186
"5604","1617",11395
"5605","1719",9460
"5606","2137",14736
"5607","2792",15169
"5608","2830",26301
"5609","4277",2740
"5610","2",12636
"5611","2189",10896
"5612","136",10898
"5613","971",28659
"5614","971",34718
"5615","1048",6868
"5616","1056",23268
"5617","1304",13681
"5618","1402",29240
"5619","2800",9525
"5620","349",12965
"5621","1058",22932
"5622","1115",12919
"5623","1144",16272
"5624","1156",29324
"5625","1421",3276
"5626","2134",2839
"5627","3780",16027
"5628","4444",14798
"5629","4954",24674
"5630","181",9778.5
"5631","1732",14130
"5632","2",13063
"5633","6",13457
"5634","47",10766
"5635","48",9132
"5636","77",11655
"5637","117",18392
"5638","197",8801
"5639","723",191
"5640","1015",15269
"5641","1056",19634
"5642","1066",11684
"5643","1076",13897
"5644","1076",10852
"5645","1098",14613
"5646","1106",12544
"5647","1113",13329
"5648","1119",22129
"5649","1120",25242
"5650","1192",16546
"5651","1192",15450
"5652","1201",9420
"5653","1236",5013
"5654","1236",1317
"5655","1236",3041
"5656","1353",6257
"5657","1398",31805
"5658","1617",9540
"5659","1617",10649
"5660","1617",10828
"5661","1669",25398
"5662","1732",12875
"5663","1734",6934
"5664","2052",13362
"5665","2067",12963
"5666","2087",12561
"5667","2094",13064
"5668","2180",5071
"5669","2180",5171
"5670","2192",12494
"5671","2274",14701
"5672","2346",15450
"5673","2354",9402.5
"5674","2514",16307
"5675","2514",19544
"5676","2576",5821
"5677","2592",10043.5
"5678","3534",31056
"5679","3535",29267
"5680","3724",33469
"5681","3778",9713
"5682","4120",5116
"5683","4468",9581
"5684","4487",33921
"5685","1335",33738
"5686","36",35118
"5687","154",3185
"5688","231",13649
"5689","1304",13952.5
"5690","1400",15271
"5691","1425",3887
"5692","4448",16468
"5693","4451",22026
"5694","4458",25041.5
"5695","4896",31651
"5696","30",16197
"5697","166",2064
"5698","1156",29488
"5699","1338",24185
"5700","1718",8766
"5701","3592",44184
"5702","4143",39238
"5703","4444",16223
"5704","4407",8769
"5705","1362",12744
"5706","36",25504
"5707","727",8887
"5708","1335",18172
"5709","1364",14329
"5710","1732",16051
"5711","2516",26074
"5712","1732",20924
"5713","2949",9354
"5714","63",8314
"5715","379",5569
"5716","568",7611
"5717","727",10962
"5718","927",8269
"5719","1069",15627
"5720","1071",15118
"5721","1076",32663
"5722","1434",3782
"5723","3384",27221
"5724","3703",1427
"5725","3750",14210
"5726","3872",2566
"5727","4380",11637
"5728","4393",25718
"5729","4475",21384
"5730","136",13006
"5731","429",10885
"5732","738",10590
"5733","785",24575
"5734","1075",12739
"5735","1336",14392
"5736","2178",14963
"5737","2189",13006
"5738","2238",14046
"5739","2516",24551
"5740","3485",35415
"5741","3535",29572
"5742","3546",32890
"5743","3631",13280.5
"5744","3759",35037
"5745","4059",26325
"5746","4389",13285
"5747","4474",17612
"5748","89",31412
"5749","927",12065
"5750","1058",16159
"5751","1076",27688
"5752","2311",10186
"5753","4459",32706
"5754","57",39378
"5755","568",6447
"5756","909",13558
"5757","1056",15665
"5758","1058",26840
"5759","1523",4471
"5760","3728",27910
"5761","4458",28018
"5762","1040",7094
"5763","71",13826.5
"5764","646",8987
"5765","1335",18635
"5766","1424",3914
"5767","1538",8876
"5768","2516",24096
"5769","2799",15426
"5770","3480",8047
"5771","4",16401
"5772","14",16402
"5773","718",27424
"5774","3511",43244
"5775","3594",5895
"5776","4046",46278
"5777","5008",20177
"5778","2",9364
"5779","6",12907
"5780","28",10878
"5781","37",17670
"5782","39",18609
"5783","39",18603
"5784","47",8755.5
"5785","47",9898
"5786","47",11045
"5787","78",4952
"5788","89",31692
"5789","89",31907
"5790","169",11764
"5791","227",7759
"5792","277",13084
"5793","564",11755
"5794","566",13070
"5795","643",11219
"5796","720",19176
"5797","1042",13338
"5798","1056",16643
"5799","1076",22744
"5800","1078",26636
"5801","1079",25467
"5802","1100",14252.5
"5803","1304",12982
"5804","1354",13539
"5805","1396",739
"5806","1413",27271
"5807","1683",12443
"5808","2053",11108
"5809","2346",5160
"5810","2752",4479
"5811","2827",26632
"5812","2875",25988
"5813","3461",35222
"5814","3506",18614
"5815","3534",38672
"5816","3780",25594
"5817","3894",24320
"5818","4169",6933
"5819","4389",14045
"5820","4422",16940
"5821","4430",3962
"5822","4472",20751
"5823","4498",22768
"5824","4615",13762
"5825","5006",8917
"5826","1935",20777
"5827","889",29132
"5828","1076",11787
"5829","1117",12821
"5830","3511",46371
"5831","4487",41570
"5832","616",9437
"5833","1210",14366
"5834","1413",26239
"5835","1425",3572
"5836","2825",13788
"5837","2864",13419
"5838","4502",30843
"5839","1335",18938
"5840","3795",40838
"5841","550",27431
"5842","645",6450
"5843","1204",14870
"5844","3746",43084
"5845","4147",27224
"5846","339",11029
"5847","785",21243
"5848","1042",26910.5
"5849","1106",12306
"5850","1538",11017
"5851","2206",15515
"5852","2516",17322
"5853","3759",34471
"5854","3851",3356
"5855","4072",740
"5856","2860",36398
"5857","3534",30246
"5858","3730",34361
"5859","4367",31632
"5860","4461",40979
"5861","134",20252
"5862","175",12309
"5863","680",35284
"5864","1047",13002
"5865","1115",14146
"5866","3049",14862
"5867","4450",21705
"5868","971",34561
"5869","1055",16255
"5870","3484",31249
"5871","3512",29844
"5872","3730",38702
"5873","4147",31250
"5874","1156",30065
"5875","1156",30050.5
"5876","2576",7224
"5877","177",12791
"5878","196",12214
"5879","277",13064
"5880","1047",13295
"5881","1056",18761
"5882","1145",14845
"5883","1193",20288.5
"5884","1193",21130
"5885","1198",21657
"5886","1230",19484
"5887","1335",27775
"5888","1335",37175
"5889","1335",34721
"5890","1448",23275
"5891","1833",15882
"5892","2068",15769
"5893","2136",23736
"5894","2514",16521
"5895","2516",20832
"5896","3534",26928.5
"5897","3534",36471
"5898","3538",34160
"5899","3734",27190
"5900","3759",34635
"5901","3771",34155
"5902","3784",35927
"5903","4447",16368.5
"5904","163",13786
"5905","736",18090
"5906","1058",27101
"5907","3479",37426
"5908","4457",33505.5
"5909","78",18138
"5910","723",7439
"5911","4458",28031
"5912","897",22658
"5913","1047",11203
"5914","3461",35889
"5915","3753",29220
"5916","116",12893
"5917","2377",13098
"5918","379",2469
"5919","1236",5520
"5920","3511",27532
"5921","1047",12034.5
"5922","1047",12031
"5923","1142",26131
"5924","1727",23787
"5925","2576",12493
"5926","3537",28824
"5927","3718",31509
"5928","3733",31976
"5929","3770",35817
"5930","3770",37810
"5931","4517",2484
"5932","4433",39521
"5933","909",13429
"5934","1502",7715.5
"5935","3098",29182
"5936","3137",27401
"5937","24",17571
"5938","198",12509
"5939","1449",30203
"5940","4434",43225
"5941","1001",7903
"5942","89",30218
"5943","1058",20624
"5944","2825",15710
"5945","4224",43752
"5946","4142",38357
"5947","4439",32721
"5948","78",13149
"5949","155",11018
"5950","175",12241
"5951","273",35056
"5952","1047",12268
"5953","1047",12881
"5954","1076",32841
"5955","1096",16375
"5956","1155",30734
"5957","1230",15705
"5958","1495",25759
"5959","2516",29728.5
"5960","2516",26484
"5961","3146",39441
"5962","3540",41711
"5963","4956",39438
"5964","727",23610
"5965","1064",15860
"5966","146",15474
"5967","1076",36408
"5968","3384",28057
"5969","1077",30766
"5970","652",6845
"5971","1115",8782
"5972","1230",13668
"5973","3512",42176
"5974","3531",14465
"5975","3769",41683
"5976","3775",39763
"5977","4477",36931
"5978","4508",13626
"5979","4845",17419
"5980","36",10709.5
"5981","114",32764
"5982","1058",20540
"5983","1160",25764
"5984","1169",19071
"5985","3489",29253
"5986","1200",27548.5
"5987","3751",36286
"5988","4487",27699
"5989","3032",31999
"5990","1403",36162.5
"5991","588",41861
"5992","2830",14796
"5993","3488",30772
"5994","3872",2650
"5995","37",18229
"5996","89",36659
"5997","785",23033
"5998","800",8751
"5999","1012",17057
"6000","1020",17223
"6001","1056",20858.5
"6002","1070",17245
"6003","1099",17729
"6004","1166",5421
"6005","1177",12821.5
"6006","1194",22683.5
"6007","1236",8588
"6008","1306",20801
"6009","1400",13668
"6010","2800",13068
"6011","3407",17277
"6012","3539",31106
"6013","3784",37961.5
"6014","3786",42059
"6015","3793",3477
"6016","4393",25536
"6017","4478",20882
"6018","4487",39950
"6019","78",22988
"6020","1056",13743
"6021","24",25422
"6022","1522",12190
"6023","3479",37921
"6024","3725",41604
"6025","4429",42389
"6026","640",12496.5
"6027","3508",16721
"6028","4472",20704
"6029","32",23000
